Contig	SoftClippedBases	TotalBases	Fraction
NODE_1755_length_24473_cov_3.381349	238659	2381449	0.100216
NODE_1487_length_25670_cov_3.626100	138436	1867302	0.0741369
NODE_1890_length_23822_cov_3.607259	163841	1851432	0.0884942
NODE_1041_length_28398_cov_3.581363	118287	2005477	0.058982
NODE_532_length_33758_cov_3.531388	123254	2658459	0.0463629
NODE_2811_length_21001_cov_3.640848	270067	2118479	0.127482
NODE_683_length_31830_cov_3.674293	253094	2579870	0.0981034
NODE_282_length_39234_cov_3.482305	264077	3114469	0.0847904
NODE_2413_length_22127_cov_5.007127	495501	4538362	0.109181
NODE_322_length_38060_cov_3.526303	297509	2753224	0.108058
NODE_756_length_30972_cov_4.051210	118690	2279253	0.0520741
NODE_2386_length_22198_cov_3.889678	259759	1972309	0.131703
NODE_3082_length_20327_cov_3.557692	152012	1584642	0.0959283
NODE_3217_length_20075_cov_3.481578	242391	1777343	0.136378
NODE_1744_length_24522_cov_3.567784	181156	1912398	0.0947271
NODE_558_length_33451_cov_3.738696	186029	2633061	0.0706512
NODE_69_length_51328_cov_3.655859	373796	4107821	0.0909962
NODE_592_length_32914_cov_3.643791	236214	2625893	0.0899557
NODE_1845_length_24054_cov_2.999332	667175	2702854	0.246841
NODE_1599_length_25057_cov_4.470110	284138	2331115	0.121889
NODE_95_length_47810_cov_3.397267	354208	3771959	0.0939056
NODE_1821_length_24146_cov_3.304030	177238	1778143	0.0996759
NODE_1832_length_24107_cov_3.186355	289767	2046901	0.141564
NODE_2214_length_22724_cov_3.492376	163470	1830629	0.0892972
NODE_2759_length_21132_cov_3.062949	2001542	14458205	0.138436
NODE_2396_length_22180_cov_3.959105	108571	1580053	0.0687135
NODE_2215_length_22722_cov_2.987623	539231	2361811	0.228313
NODE_1804_length_24237_cov_3.324675	135327	1908893	0.0708929
NODE_1682_length_24722_cov_3.774073	240339	2060797	0.116624
NODE_2477_length_21950_cov_3.560844	633545	2510594	0.252349
NODE_931_length_29316_cov_3.481672	272603	2232964	0.122081
NODE_577_length_33142_cov_3.563478	312767	2693051	0.116139
NODE_2339_length_22359_cov_3.422417	497177	2288668	0.217234
NODE_1485_length_25682_cov_3.579447	237445	2066133	0.114922
NODE_1497_length_25640_cov_3.351278	251866	2084705	0.120816
NODE_1091_length_28055_cov_3.518207	166629	2071912	0.0804228
NODE_2900_length_20760_cov_4.118339	218480	1970940	0.110851
NODE_3017_length_20467_cov_3.485909	1042191	5923960	0.175928
NODE_2615_length_21528_cov_3.567035	171259	1445229	0.1185
NODE_2361_length_22279_cov_3.720604	134702	1562229	0.0862242
NODE_2333_length_22375_cov_3.901823	467942	2338069	0.20014
NODE_1745_length_24510_cov_3.671951	438208	2751553	0.159258
NODE_2586_length_21630_cov_3.383447	317893	2253339	0.141076
NODE_2977_length_20575_cov_3.893876	76226	1566491	0.0486603
NODE_1103_length_27962_cov_3.749453	241073	2206953	0.109233
NODE_2211_length_22751_cov_3.986491	2273629	8292527	0.274178
NODE_2049_length_23325_cov_3.614096	184486	1766732	0.104422
NODE_868_length_29771_cov_3.247102	142871	2259166	0.0632406
NODE_2318_length_22429_cov_3.686923	214332	1816620	0.117984
NODE_276_length_39313_cov_3.937930	257324	2961299	0.0868956
NODE_2208_length_22761_cov_3.688774	97631	1796815	0.0543356
NODE_1693_length_24666_cov_3.593235	1738197	10652163	0.163178
NODE_2937_length_20672_cov_3.236815	421967	2171486	0.194322
NODE_2135_length_23038_cov_3.238502	173174	1729197	0.100147
NODE_659_length_32043_cov_3.497120	640702	4197913	0.152624
NODE_2827_length_20958_cov_3.668345	145365	1709690	0.0850242
NODE_1973_length_23529_cov_3.910414	105037	1825121	0.0575507
NODE_2302_length_22463_cov_3.692944	127404	1613679	0.0789525
NODE_2219_length_22709_cov_3.270942	349332	2165898	0.161287
NODE_1228_length_27197_cov_3.409514	235419	2292691	0.102682
NODE_2628_length_21498_cov_3.664751	116670	1550397	0.0752517
NODE_379_length_36662_cov_3.885130	305128	3093946	0.098621
NODE_2737_length_21221_cov_3.258688	209196	1850057	0.113075
NODE_115_length_45814_cov_3.603106	585791	3827285	0.153057
NODE_2354_length_22296_cov_2.952606	326624	2011472	0.162381
NODE_207_length_41361_cov_3.636179	282713	3218326	0.0878447
NODE_2758_length_21134_cov_3.186213	553018	2184640	0.253139
NODE_1905_length_23762_cov_3.445717	201413	1877167	0.107296
NODE_1961_length_23593_cov_3.519877	137305	1663061	0.0825616
NODE_951_length_29173_cov_3.647107	255409	2454280	0.104067
NODE_432_length_35518_cov_3.568000	157552	2499523	0.0630328
NODE_22_length_62893_cov_3.681482	621138	5471183	0.113529
NODE_2729_length_21228_cov_3.903782	124540	1720233	0.0723972
NODE_2206_length_22764_cov_3.504434	207008	1935685	0.106943
NODE_1879_length_23888_cov_3.294338	139550	1710737	0.081573
NODE_102_length_46763_cov_3.799246	273228	3528276	0.0774395
NODE_1494_length_25658_cov_3.491295	139481	1886625	0.0739315
NODE_2419_length_22100_cov_3.439935	131743	1724813	0.076381
NODE_1992_length_23474_cov_3.605305	116422	1710077	0.06808
NODE_557_length_33460_cov_3.000779	414043	2830035	0.146303
NODE_183_length_42389_cov_3.371128	459298	3691107	0.124434
NODE_596_length_32863_cov_3.246002	353384	2715863	0.130118
NODE_1168_length_27558_cov_3.399942	154388	1946241	0.0793262
NODE_1589_length_25135_cov_3.179182	261264	1950814	0.133926
NODE_595_length_32883_cov_3.400165	393735	2708910	0.145348
NODE_570_length_33259_cov_4.037425	159764	2460224	0.0649388
NODE_2687_length_21361_cov_3.530383	124778	1580818	0.0789326
NODE_2483_length_21924_cov_3.444399	112357	1568227	0.0716459
NODE_878_length_29704_cov_6.067556	1182779	15552052	0.0760529
NODE_1381_length_26211_cov_4.198032	533541	3634355	0.146805
NODE_1406_length_26076_cov_3.616584	172309	1995180	0.0863626
NODE_2430_length_22073_cov_3.833166	621269	3508136	0.177094
NODE_46_length_55383_cov_3.867213	235816	4102195	0.0574853
NODE_515_length_33981_cov_7.377575	698431	5374936	0.129942
NODE_1647_length_24896_cov_3.991209	179739	2074038	0.0866614
NODE_2296_length_22489_cov_4.088209	132015	2008754	0.0657198
NODE_194_length_41962_cov_3.628741	302434	3057470	0.0989164
NODE_243_length_40212_cov_3.498691	355742	3026892	0.117527
NODE_2819_length_20982_cov_3.960207	234683	1942354	0.120824
NODE_3213_length_20083_cov_4.498649	313453	2167499	0.144615
NODE_567_length_33279_cov_3.338608	361023	3012130	0.119856
NODE_1970_length_23544_cov_3.486031	144575	1745687	0.0828184
NODE_520_length_33930_cov_3.127930	930893	4719001	0.197265
NODE_1338_length_26486_cov_3.653238	111367	1952150	0.0570484
NODE_1977_length_23525_cov_3.497994	681380	2904929	0.23456
NODE_262_length_39671_cov_3.649171	314277	3187029	0.0986113
NODE_1486_length_25675_cov_3.323467	218134	2096169	0.104063
NODE_2998_length_20527_cov_3.495154	617137	2956865	0.208713
NODE_407_length_35932_cov_3.563810	296131	2921736	0.101354
NODE_2337_length_22362_cov_3.774649	115676	1751964	0.0660265
NODE_2664_length_21428_cov_3.523888	158826	1792311	0.0886152
NODE_1246_length_27049_cov_3.483377	129654	1981971	0.0654167
NODE_2369_length_22266_cov_3.629991	190311	1714579	0.110996
NODE_2105_length_23145_cov_3.964115	126402	1708050	0.0740037
NODE_1096_length_28028_cov_3.960650	321634	2800881	0.114833
NODE_1330_length_26515_cov_3.181481	735480	2855689	0.257549
NODE_1531_length_25414_cov_3.222635	312522	2179867	0.143367
NODE_2347_length_22311_cov_4.299478	264448	1959321	0.134969
NODE_2108_length_23135_cov_5.064030	1164423	6799811	0.171243
NODE_1707_length_24621_cov_3.520227	176700	1832272	0.0964376
NODE_1791_length_24342_cov_3.737367	140922	1831728	0.0769339
NODE_1642_length_24903_cov_3.534954	264365	2055677	0.128602
NODE_883_length_29655_cov_3.139870	218189	2444210	0.0892677
NODE_272_length_39470_cov_3.597318	512505	3552061	0.144284
NODE_223_length_40943_cov_3.337038	698435	4136842	0.168833
NODE_526_length_33855_cov_4.028262	183483	2439813	0.0752037
NODE_1166_length_27567_cov_3.729940	186093	2300298	0.0808995
NODE_3154_length_20203_cov_3.743086	188985	1849329	0.102191
NODE_1516_length_25530_cov_3.571271	156137	1978828	0.0789038
NODE_419_length_35718_cov_4.023330	228061	2710766	0.0841316
NODE_1944_length_23646_cov_3.491145	143721	1752374	0.082015
NODE_598_length_32824_cov_3.489656	709682	4372437	0.162308
NODE_415_length_35838_cov_3.617337	289723	2705085	0.107103
NODE_3144_length_20212_cov_3.460299	59731	1578404	0.0378427
NODE_3247_length_20005_cov_3.584849	569414	2572995	0.221304
NODE_865_length_29788_cov_3.952946	214007	2434605	0.0879021
NODE_774_length_30803_cov_3.292340	368823	2423092	0.152212
NODE_1808_length_24225_cov_3.349540	129118	1813751	0.0711884
NODE_1979_length_23522_cov_3.458353	179609	1844628	0.0973687
NODE_981_length_28913_cov_3.515062	4665606	11118370	0.41963
NODE_2068_length_23278_cov_3.393071	370100	2637463	0.140324
NODE_1292_length_26755_cov_3.507766	158156	2114957	0.0747798
NODE_1678_length_24744_cov_3.521079	194891	1932985	0.100824
NODE_585_length_32950_cov_4.229856	223751	2780449	0.080473
NODE_1753_length_24480_cov_3.537181	151529	1762422	0.0859777
NODE_3238_length_20027_cov_3.235598	280101	1753498	0.159738
NODE_622_length_32452_cov_3.413037	349078	2727865	0.127967
NODE_664_length_32017_cov_3.449464	300410	2693160	0.111546
NODE_1018_length_28649_cov_3.858984	247452	2905963	0.0851532
NODE_1709_length_24618_cov_3.105632	345823	2133913	0.16206
NODE_1919_length_23717_cov_3.651749	580779	3020896	0.192254
NODE_2560_length_21699_cov_3.268241	180341	1748456	0.103143
NODE_2370_length_22263_cov_3.691391	568319	2915179	0.194952
NODE_1949_length_23629_cov_3.309222	297487	2028696	0.14664
NODE_2571_length_21684_cov_3.319435	230809	1769067	0.130469
NODE_3104_length_20282_cov_3.412674	656207	3244320	0.202263
NODE_2501_length_21860_cov_3.694270	120191	1648187	0.0729232
NODE_273_length_39434_cov_3.481912	256560	3120835	0.0822088
NODE_1440_length_25925_cov_3.207310	248457	2113005	0.117585
NODE_2952_length_20631_cov_3.428210	175442	1616224	0.108551
NODE_954_length_29169_cov_3.696938	216635	2371396	0.0913534
NODE_1670_length_24778_cov_3.300660	303649	2247430	0.135109
NODE_1835_length_24096_cov_3.445306	147060	1703075	0.0863497
NODE_1299_length_26717_cov_3.870088	198965	2444698	0.0813863
NODE_1507_length_25597_cov_3.191113	672714	2941022	0.228735
NODE_70_length_51005_cov_3.310749	735633	4629933	0.158886
NODE_2685_length_21367_cov_3.683280	152394	1588179	0.0959552
NODE_1728_length_24562_cov_3.621633	179318	1886461	0.0950552
NODE_1046_length_28376_cov_3.732645	165231	2099004	0.0787188
NODE_414_length_35866_cov_3.536612	255996	2660689	0.0962142
NODE_3022_length_20462_cov_2.953249	995097	3436352	0.289579
NODE_1462_length_25820_cov_3.296062	1174489	5728322	0.205032
NODE_2047_length_23330_cov_4.408807	165665	1871984	0.088497
NODE_1351_length_26370_cov_3.313083	118932	1893121	0.0628232
NODE_550_length_33517_cov_3.740589	164328	2508952	0.0654967
NODE_2322_length_22414_cov_3.636298	122771	1607068	0.0763944
NODE_1035_length_28435_cov_3.580463	142157	2052912	0.0692465
NODE_825_length_30259_cov_3.428846	513842	2877812	0.178553
NODE_2519_length_21819_cov_3.836510	107749	1655518	0.0650848
NODE_1311_length_26612_cov_5.046392	603437	5713238	0.105621
NODE_475_length_34571_cov_3.439690	562440	3726626	0.150925
NODE_2415_length_22120_cov_3.141410	675278	3110502	0.217096
NODE_1736_length_24543_cov_3.358657	244984	1975355	0.12402
NODE_521_length_33921_cov_3.582816	400468	2789824	0.143546
NODE_897_length_29569_cov_3.511910	190295	2229380	0.0853578
NODE_2434_length_22064_cov_3.681220	66501	1677344	0.0396466
NODE_926_length_29350_cov_3.459335	250919	2562968	0.0979017
NODE_1053_length_28329_cov_3.280871	170327	1955945	0.0870817
NODE_2202_length_22771_cov_4.021745	368733	2330967	0.158189
NODE_405_length_35962_cov_3.781390	128962	2660894	0.0484657
NODE_2538_length_21759_cov_3.764497	102889	1625100	0.0633124
NODE_2642_length_21459_cov_2.958380	436536	1951581	0.223683
NODE_5_length_79200_cov_3.872239	338287	5912534	0.0572152
NODE_1245_length_27050_cov_3.836555	916087	6485787	0.141245
NODE_1225_length_27214_cov_3.479071	167431	2057773	0.0813651
NODE_1971_length_23540_cov_3.464869	182308	1851158	0.0984832
NODE_800_length_30588_cov_3.950572	173510	2280816	0.0760737
NODE_2367_length_22271_cov_3.644010	170153	1820041	0.0934886
NODE_537_length_33687_cov_3.460998	188752	2484043	0.0759858
NODE_1094_length_28041_cov_3.287238	635761	3141924	0.202348
NODE_999_length_28766_cov_3.924059	164300	2307754	0.0711948
NODE_3157_length_20201_cov_3.381106	1598945	5162430	0.309727
NODE_2880_length_20803_cov_3.396880	501364	2534994	0.197777
NODE_3040_length_20421_cov_3.258292	79226	1608176	0.0492645
NODE_439_length_35275_cov_3.371276	298955	2778810	0.107584
NODE_362_length_37133_cov_3.294432	284809	2615759	0.108882
NODE_991_length_28815_cov_3.606561	257035	2585255	0.0994235
NODE_698_length_31652_cov_3.510126	133634	2268509	0.0589083
NODE_8_length_73120_cov_3.680873	1273824	9461824	0.134628
NODE_3197_length_20103_cov_5.232154	192046	1658306	0.115809
NODE_296_length_38759_cov_3.881609	595614	6153999	0.0967849
NODE_2781_length_21088_cov_3.823098	65085	1509025	0.0431305
NODE_2095_length_23197_cov_3.093385	411738	3558408	0.115708
NODE_1333_length_26510_cov_3.934005	254410	2313442	0.10997
NODE_1262_length_26959_cov_3.495011	230631	2101297	0.109756
NODE_946_length_29210_cov_3.730239	447829	3354023	0.13352
NODE_3151_length_20205_cov_2.999851	115975	1489328	0.0778707
NODE_1690_length_24680_cov_3.584069	290154	2143381	0.135372
NODE_1149_length_27651_cov_3.445630	816696	3576550	0.228347
NODE_1006_length_28733_cov_3.902808	1035373	6809455	0.152049
NODE_930_length_29323_cov_3.515535	306148	2458080	0.124548
NODE_2122_length_23074_cov_3.660718	98998	1738085	0.0569581
NODE_1399_length_26108_cov_3.720443	126350	1889371	0.0668741
NODE_1532_length_25413_cov_3.808604	128698	1846401	0.0697021
NODE_1012_length_28711_cov_3.297952	201253	2244625	0.08966
NODE_201_length_41642_cov_3.623523	209666	3112180	0.0673695
NODE_2667_length_21422_cov_3.403039	180600	1736489	0.104003
NODE_34_length_58130_cov_3.719667	776735	5072496	0.153127
NODE_1544_length_25354_cov_3.314393	242483	1865974	0.12995
NODE_2948_length_20638_cov_4.144944	575807	2840748	0.202696
NODE_611_length_32680_cov_3.705104	265889	2529220	0.105127
NODE_1895_length_23803_cov_3.578257	260457	1997756	0.130375
NODE_2376_length_22234_cov_3.050328	700286	2973819	0.235484
NODE_856_length_29902_cov_3.736906	951117	7149444	0.133034
NODE_2163_length_22917_cov_3.543694	239994	2218040	0.108201
NODE_2238_length_22662_cov_3.248947	185518	1732884	0.107057
NODE_588_length_32942_cov_3.438602	192770	2306805	0.0835658
NODE_2226_length_22693_cov_3.396742	671808	4116554	0.163197
NODE_857_length_29895_cov_3.803967	155351	2228118	0.069723
NODE_667_length_31987_cov_3.336522	196151	2574911	0.0761778
NODE_1128_length_27760_cov_3.651567	194137	2171716	0.0893934
NODE_849_length_29997_cov_3.531474	337951	3016894	0.11202
NODE_300_length_38681_cov_3.598880	761845	4702451	0.16201
NODE_263_length_39644_cov_3.491642	650151	4052123	0.160447
NODE_2336_length_22369_cov_3.443152	181865	1826195	0.0995868
NODE_308_length_38508_cov_3.476269	181299	2899294	0.0625321
NODE_2806_length_21017_cov_3.541878	149799	1608101	0.0931527
NODE_2061_length_23301_cov_3.999612	95743	1700692	0.0562965
NODE_2264_length_22574_cov_4.862425	137750	1943120	0.0708911
NODE_688_length_31774_cov_3.587024	281397	2537827	0.110881
NODE_2078_length_23248_cov_4.591861	322416	2804540	0.114962
NODE_2490_length_21892_cov_6.635020	660945	4795644	0.137822
NODE_2947_length_20642_cov_3.338509	206871	1691783	0.12228
NODE_2856_length_20876_cov_3.241950	337873	1943863	0.173815
NODE_1443_length_25918_cov_3.655680	520578	3291002	0.158182
NODE_668_length_31978_cov_3.382979	181548	2484261	0.0730793
NODE_674_length_31915_cov_3.541740	284361	2974775	0.0955908
NODE_2606_length_21584_cov_3.841098	111502	1638071	0.0680691
NODE_2278_length_22532_cov_3.235145	159511	1754686	0.0909057
NODE_2753_length_21155_cov_3.539609	194489	1609741	0.12082
NODE_909_length_29463_cov_3.858160	139687	2306113	0.0605725
NODE_1092_length_28048_cov_3.913378	267949	2423669	0.110555
NODE_3251_length_20000_cov_3.270187	383720	2289733	0.167583
NODE_1082_length_28126_cov_3.365647	203062	2086569	0.0973186
NODE_2503_length_21855_cov_3.219388	990250	3505086	0.282518
NODE_105_length_46595_cov_4.374075	250777	3587680	0.0698995
NODE_1533_length_25394_cov_3.646650	557047	3184133	0.174945
NODE_508_length_34067_cov_3.499028	200846	2683039	0.0748577
NODE_1054_length_28327_cov_3.271893	298510	2164128	0.137935
NODE_1337_length_26496_cov_3.872523	269903	2140769	0.126078
NODE_1380_length_26213_cov_3.363177	744970	3788102	0.19666
NODE_752_length_31016_cov_3.401268	312043	2457898	0.126955
NODE_816_length_30320_cov_3.712319	301897	2717518	0.111093
NODE_540_length_33654_cov_3.778125	786886	4260326	0.184701
NODE_216_length_41182_cov_3.547355	575524	4214783	0.136549
NODE_905_length_29494_cov_3.548869	649255	3232452	0.200855
NODE_3187_length_20130_cov_3.724227	804472	2811690	0.286117
NODE_261_length_39676_cov_3.651136	359521	3104725	0.115798
NODE_50_length_54439_cov_3.845491	320647	3886497	0.0825028
NODE_1498_length_25636_cov_3.997572	91433	1871510	0.0488552
NODE_2969_length_20597_cov_3.641331	395772	2119794	0.186703
NODE_1815_length_24178_cov_3.783338	399355	2691303	0.148387
NODE_1171_length_27544_cov_3.228493	193905	2044534	0.0948407
NODE_1405_length_26082_cov_3.365855	247272	2064146	0.119794
NODE_502_length_34181_cov_3.545977	280738	2843374	0.0987341
NODE_736_length_31145_cov_3.738034	257529	2377184	0.108334
NODE_2742_length_21210_cov_3.439202	224971	1894789	0.118731
NODE_1472_length_25762_cov_3.291782	570710	3220231	0.177226
NODE_818_length_30302_cov_3.307983	332362	2566292	0.129511
NODE_1455_length_25853_cov_3.717170	166701	1917143	0.0869528
NODE_2263_length_22576_cov_3.642612	221929	2031423	0.109248
NODE_2364_length_22277_cov_3.077149	124008	1653432	0.0750004
NODE_1692_length_24669_cov_3.993081	367856	2906246	0.126574
NODE_1705_length_24623_cov_3.473699	207237	1791026	0.115709
NODE_1110_length_27875_cov_3.295111	218397	2236797	0.0976383
NODE_161_length_42991_cov_3.446750	336274	3452276	0.0974065
NODE_21_length_62915_cov_4.070778	444860	4797403	0.0927293
NODE_1141_length_27677_cov_3.392994	476061	3057902	0.155682
NODE_1807_length_24228_cov_3.524680	408776	2506109	0.163112
NODE_2887_length_20792_cov_3.240371	157359	1822030	0.0863647
NODE_232_length_40656_cov_3.684345	204623	3070747	0.0666362
NODE_504_length_34159_cov_3.530652	415138	2979928	0.139311
NODE_2722_length_21254_cov_3.664713	104901	1652748	0.0634707
NODE_1965_length_23566_cov_3.656113	185214	1786287	0.103687
NODE_2624_length_21506_cov_3.062877	786551	3281108	0.239721
NODE_2352_length_22297_cov_3.637535	144706	1762921	0.0820831
NODE_230_length_40713_cov_3.598833	227154	2988556	0.0760079
NODE_1153_length_27641_cov_3.124828	366653	2478806	0.147915
NODE_1364_length_26295_cov_3.710872	522493	2826250	0.184871
NODE_286_length_39127_cov_3.454340	268611	2895122	0.0927805
NODE_673_length_31920_cov_3.457779	247306	2499246	0.0989522
NODE_2248_length_22632_cov_3.084942	171196	1667493	0.102667
NODE_77_length_50416_cov_3.959099	288124	3738245	0.0770747
NODE_1591_length_25123_cov_4.023058	148645	1865837	0.0796667
NODE_2469_length_21969_cov_3.013763	4111576	7727695	0.532057
NODE_236_length_40517_cov_3.341457	298173	3128246	0.0953164
NODE_2748_length_21179_cov_3.186575	201689	1810561	0.111396
NODE_89_length_48693_cov_3.757089	327091	4562497	0.0716912
NODE_2630_length_21482_cov_3.157508	700418	4128852	0.16964
NODE_2268_length_22563_cov_3.225383	213577	1993238	0.107151
NODE_3039_length_20421_cov_3.334662	300387	2202145	0.136407
NODE_2655_length_21442_cov_3.477393	129695	1648817	0.0786594
NODE_1349_length_26376_cov_3.697911	103301	1884494	0.0548163
NODE_2703_length_21318_cov_3.749470	137653	1562042	0.0881238
NODE_1323_length_26537_cov_3.575876	267109	2243948	0.119035
NODE_2292_length_22497_cov_3.400036	468932	2181403	0.214968
NODE_1924_length_23708_cov_3.208692	364672	2257180	0.161561
NODE_666_length_32000_cov_3.409924	422467	3323741	0.127106
NODE_3105_length_20280_cov_3.288985	366465	2164997	0.169268
NODE_2026_length_23380_cov_4.035694	323842	2332423	0.138844
NODE_2461_length_21988_cov_3.798483	78934	1539210	0.0512822
NODE_2048_length_23327_cov_3.298562	71818	1648666	0.0435613
NODE_483_length_34449_cov_3.647656	591329	3708672	0.159445
NODE_1743_length_24523_cov_3.308631	246294	1962548	0.125497
NODE_1077_length_28172_cov_3.472554	157004	2081735	0.0754198
NODE_1003_length_28751_cov_3.628822	126705	2144544	0.0590825
NODE_2780_length_21093_cov_3.400591	266003	2287827	0.116269
NODE_240_length_40335_cov_3.437519	206075	2788231	0.0739089
NODE_1603_length_25031_cov_3.652455	129508	1883187	0.0687707
NODE_3003_length_20519_cov_3.510627	179304	1692888	0.105916
NODE_1510_length_25575_cov_3.868504	146546	1958305	0.0748331
NODE_1764_length_24444_cov_3.594865	183918	1888390	0.0973941
NODE_2357_length_22286_cov_3.188579	245345	1725393	0.142197
NODE_2254_length_22611_cov_3.999689	209861	2396404	0.0875733
NODE_1598_length_25065_cov_3.577946	139542	1872854	0.0745077
NODE_1545_length_25350_cov_3.460813	329721	2372844	0.138956
NODE_45_length_55545_cov_3.661472	649573	5190051	0.125157
NODE_2707_length_21304_cov_3.299599	385696	1930300	0.199811
NODE_3202_length_20097_cov_3.169067	274405	1969527	0.139325
NODE_1758_length_24458_cov_3.624205	1747361	8195113	0.21322
NODE_2652_length_21444_cov_4.025767	168441	2063712	0.0816204
NODE_2668_length_21420_cov_3.271094	191759	1711741	0.112026
NODE_378_length_36678_cov_3.245797	244694	2842419	0.0860865
NODE_87_length_48838_cov_4.635384	556410	6140392	0.0906147
NODE_2895_length_20768_cov_4.824955	250055	2186403	0.114368
NODE_2000_length_23456_cov_3.797405	103678	1646345	0.0629746
NODE_98_length_47293_cov_3.868649	164492	3500147	0.0469957
NODE_3073_length_20341_cov_3.403913	158955	1422520	0.111742
NODE_2614_length_21544_cov_3.582000	152151	1604932	0.0948021
NODE_1620_length_24997_cov_3.547514	239679	2090132	0.114672
NODE_2896_length_20766_cov_3.393429	223183	1976510	0.112918
NODE_1185_length_27436_cov_3.501591	376637	2471580	0.152387
NODE_114_length_45855_cov_3.896691	237640	3640494	0.0652769
NODE_182_length_42465_cov_3.622362	350832	3306376	0.106108
NODE_55_length_53216_cov_3.181204	421685	3988384	0.105728
NODE_2966_length_20606_cov_3.483640	187700	1717903	0.109261
NODE_1761_length_24456_cov_3.735518	487716	3282047	0.148601
NODE_1860_length_23966_cov_3.895001	148159	1760875	0.0841394
NODE_412_length_35871_cov_3.604803	191699	2619582	0.0731792
NODE_738_length_31141_cov_3.194801	172749	2261102	0.0764004
NODE_1746_length_24506_cov_3.353874	198355	1888700	0.105022
NODE_1409_length_26060_cov_3.451947	215682	2047087	0.10536
NODE_3107_length_20279_cov_3.677800	319112	2061223	0.154817
NODE_1177_length_27492_cov_3.760523	164120	2053390	0.0799264
NODE_1160_length_27612_cov_3.361429	248427	2327364	0.106742
NODE_812_length_30377_cov_3.792291	591674	4896927	0.120826
NODE_254_length_39835_cov_3.546406	246458	3218439	0.0765769
NODE_1512_length_25553_cov_3.913570	90275	1969996	0.045825
NODE_746_length_31077_cov_3.856898	373824	3200593	0.116798
NODE_1963_length_23574_cov_3.463685	124821	1646846	0.075794
NODE_1637_length_24934_cov_3.074653	535650	2699851	0.1984
NODE_2659_length_21438_cov_4.253901	432286	2872018	0.150516
NODE_257_length_39774_cov_3.819660	1297537	7773202	0.166924
NODE_104_length_46715_cov_3.945491	1032328	6279838	0.164388
NODE_2203_length_22771_cov_3.620545	210726	1907083	0.110497
NODE_1930_length_23698_cov_3.176024	191322	1895595	0.10093
NODE_1794_length_24325_cov_3.368488	234250	1969023	0.118968
NODE_903_length_29513_cov_3.644387	660664	3779329	0.17481
NODE_3183_length_20137_cov_3.497804	186504	1506646	0.123788
NODE_2627_length_21499_cov_3.287850	130401	1590395	0.0819928
NODE_2918_length_20711_cov_3.172812	182280	1568885	0.116184
NODE_1933_length_23689_cov_3.379907	134269	1668108	0.0804918
NODE_1322_length_26538_cov_3.539166	168731	1910841	0.088302
NODE_944_length_29216_cov_3.389154	307033	2341897	0.131104
NODE_2110_length_23134_cov_4.136401	255541	1948670	0.131136
NODE_1145_length_27664_cov_3.491819	140423	2173078	0.0646194
NODE_72_length_50800_cov_3.774285	815152	6052464	0.134681
NODE_1080_length_28143_cov_4.150300	378916	3143719	0.120531
NODE_2084_length_23229_cov_3.384609	695167	3386080	0.205301
NODE_1362_length_26300_cov_3.563757	96940	2011694	0.0481882
NODE_3102_length_20288_cov_3.230967	127339	1400884	0.090899
NODE_1513_length_25545_cov_3.639393	506309	2636040	0.192072
NODE_1819_length_24157_cov_3.659240	508580	2569494	0.19793
NODE_1414_length_26026_cov_3.330621	441497	3228395	0.136754
NODE_701_length_31648_cov_3.342166	193689	2327855	0.0832049
NODE_1249_length_27034_cov_3.479413	182144	2102400	0.0866362
NODE_2728_length_21230_cov_3.692726	246298	2041025	0.120674
NODE_1884_length_23855_cov_3.701970	178573	1870291	0.0954787
NODE_1827_length_24137_cov_3.201473	135304	1804522	0.0749805
NODE_1843_length_24057_cov_3.200017	274005	3139549	0.0872753
NODE_1157_length_27630_cov_3.433148	173685	1858114	0.0934738
NODE_158_length_43302_cov_4.042891	671296	4659348	0.144075
NODE_980_length_28917_cov_3.853703	150077	2250738	0.066679
NODE_2451_length_22017_cov_3.944840	78010	1549144	0.0503568
NODE_1550_length_25326_cov_3.515202	231961	2091929	0.110884
NODE_1233_length_27162_cov_3.314932	379314	2353918	0.161142
NODE_1460_length_25829_cov_3.557015	77799	1908253	0.0407698
NODE_1347_length_26389_cov_4.929973	354484	3180695	0.111449
NODE_281_length_39239_cov_3.492131	191177	2752398	0.0694583
NODE_3054_length_20373_cov_3.315379	201779	1739655	0.115988
NODE_1968_length_23555_cov_3.575034	278300	2252814	0.123534
NODE_2544_length_21729_cov_3.571290	126363	1625729	0.077727
NODE_2393_length_22185_cov_3.751290	90654	1727145	0.0524878
NODE_1646_length_24898_cov_3.838784	157802	1887614	0.0835987
NODE_1373_length_26235_cov_3.992386	196021	2199775	0.0891096
NODE_2848_length_20900_cov_2.526898	466347	2052946	0.22716
NODE_2830_length_20956_cov_3.858273	111498	1518917	0.0734062
NODE_2747_length_21191_cov_3.455291	194924	2718934	0.0716913
NODE_2117_length_23106_cov_3.449559	122229	1651499	0.0740109
NODE_384_length_36476_cov_3.560272	246006	2901440	0.0847876
NODE_963_length_29104_cov_3.770902	188241	2425743	0.0776014
NODE_420_length_35711_cov_3.261260	205988	3086146	0.066746
NODE_336_length_37673_cov_3.431761	268462	3053458	0.0879206
NODE_3130_length_20242_cov_3.583478	243240	1624515	0.149731
